Grammont;Cimetière Saint-Étienne;Albert Einstein;Zénith;Georges Méliès;Place de France;Samuel Morse;Évariste Galois;Guglielmo Marconi;Volta Fizeau;Louis Lépine;Eurêka;Alfred Nobel;Pinville;François Couperin;Vieille Poste;Saint-Michel;Place de l'Europe;Paul Painlevé;Colverts;Saint-Jean;Marie Durand;André Malraux;Semard;Pierre Laroque;Apollo
8:20;8:21;8:21;8:23;8:27;8:27;8:28;8:29;8:30;8:31;8:31;8:32;8:33;8:34;8:34;8:35;8:37;8:40;8:43;8:44;8:44;8:46;8:46;8:47;8:47;8:48
9:40;9:41;9:41;9:43;9:47;9:47;9:48;9:49;9:50;9:51;9:51;9:52;9:53;9:54;9:54;9:55;9:57;10:00;10:03;10:04;10:04;10:06;10:06;10:07;10:07;10:08
11:00;11:01;11:01;11:03;11:07;11:07;11:08;11:09;11:10;11:11;11:11;11:12;11:13;11:14;11:14;11:15;11:17;11:20;11:23;11:24;11:24;11:26;11:26;11:27;11:27;11:28
12:20;12:21;12:21;12:23;12:27;12:27;12:28;12:29;12:30;12:31;12:31;12:32;12:33;12:34;12:34;12:35;12:37;12:40;12:43;12:44;12:44;12:46;12:46;12:47;12:47;12:48
13:40;13:41;13:41;13:43;13:47;13:47;13:48;13:49;13:51;13:52;13:52;13:53;13:54;13:55;13:55;13:56;13:58;14:00;14:03;14:04;14:04;14:06;14:06;14:07;14:07;14:08
15:00;15:01;15:01;15:03;15:07;15:07;15:08;15:09;15:11;15:12;15:12;15:13;15:14;15:15;15:15;15:16;15:18;15:20;15:23;15:25;15:25;15:27;15:27;15:28;15:28;15:29
16:20;16:21;16:21;16:23;16:27;16:27;16:28;16:29;16:31;16:32;16:32;16:33;16:34;16:35;16:35;16:36;16:38;16:40;16:43;16:45;16:45;16:47;16:47;16:48;16:48;16:49
17:40;17:41;17:41;17:43;17:47;17:47;17:48;17:49;17:51;17:52;17:52;17:53;17:54;17:55;17:55;17:56;17:58;18:00;18:03;18:05;18:05;18:07;18:07;18:08;18:08;18:09
19:00;19:01;19:01;19:03;19:07;19:07;19:08;19:09;19:11;19:12;19:12;19:13;19:14;19:15;19:15;19:16;19:18;19:20;19:23;19:25;19:25;19:27;19:27;19:28;19:28;19:29
