Pierre de Coubertin;Mas de Bellevue;Comté de Nice;Corse;Jacques Prévert;Place d'Italie;Carriéra;Pierre Cardenal;Comté de Toulouse;Raimbaud d'Orange;Hauts de Massane;Gémeaux;Saint-Paul;Halles de la Paillade;Oxford;Lycée Léonard de Vinci;Hôtel du Département
5:08;5:09;5:09;5:09;5:10;5:11;5:12;5:13;5:13;5:14;5:14;5:16;5:16;5:18;5:19;5:20;5:25
5:35;5:36;5:36;5:36;5:37;5:39;5:39;5:40;5:41;5:42;5:42;5:44;5:44;5:46;5:48;5:49;5:55
5:56;5:58;5:58;5:58;5:59;6:01;6:01;6:02;6:03;6:04;6:04;6:06;6:06;6:08;6:10;6:11;6:17
6:08;6:10;6:10;6:10;6:11;6:13;6:13;6:14;6:15;6:16;6:16;6:18;6:18;6:20;6:22;6:23;6:29
6:20;6:22;6:22;6:22;6:23;6:25;6:25;6:26;6:27;6:28;6:28;6:30;6:30;6:32;6:34;6:35;6:41
6:30;6:32;6:32;6:32;6:33;6:35;6:35;6:36;6:37;6:38;6:38;6:40;6:40;6:42;6:44;6:45;6:51
6:40;6:42;6:42;6:42;6:43;6:45;6:46;6:47;6:48;6:49;6:49;6:51;6:51;6:53;6:55;6:56;7:02
6:50;6:52;6:52;6:52;6:53;6:55;6:56;6:57;6:58;6:59;6:59;7:01;7:01;7:03;7:05;7:06;7:12
7:00;7:02;7:02;7:02;7:03;7:05;7:06;7:07;7:08;7:09;7:09;7:11;7:11;7:13;7:15;7:16;7:23
7:08;7:10;7:10;7:10;7:12;7:14;7:15;7:16;7:17;7:18;7:18;7:20;7:20;7:23;7:25;7:27;7:34
7:16;7:18;7:18;7:18;7:20;7:22;7:23;7:24;7:25;7:26;7:26;7:28;7:28;7:31;7:33;7:35;7:42
7:25;7:27;7:27;7:27;7:28;7:30;7:31;7:32;7:33;7:34;7:34;7:36;7:36;7:39;7:41;7:43;7:50
7:35;7:37;7:37;7:37;7:38;7:40;7:41;7:42;7:43;7:44;7:44;7:46;7:46;7:49;7:51;7:53;8:00
7:45;7:47;7:47;7:47;7:48;7:50;7:51;7:52;7:53;7:54;7:54;7:57;7:57;8:00;8:02;8:04;8:11
7:55;7:57;7:57;7:57;7:58;8:00;8:01;8:02;8:03;8:04;8:04;8:07;8:07;8:10;8:12;8:14;8:21
8:05;8:07;8:07;8:07;8:08;8:10;8:11;8:12;8:13;8:14;8:14;8:17;8:17;8:20;8:22;8:24;8:31
8:15;8:17;8:17;8:17;8:18;8:20;8:21;8:22;8:23;8:24;8:24;8:27;8:27;8:30;8:32;8:34;8:41
8:25;8:27;8:27;8:27;8:29;8:31;8:32;8:33;8:34;8:35;8:35;8:38;8:38;8:41;8:43;8:45;8:52
8:35;8:37;8:37;8:37;8:39;8:41;8:42;8:43;8:44;8:45;8:45;8:48;8:48;8:50;8:52;8:53;9:00
8:45;8:47;8:47;8:47;8:49;8:51;8:52;8:53;8:54;8:55;8:55;8:58;8:58;9:00;9:02;9:03;9:10
8:55;8:57;8:57;8:57;8:59;9:01;9:02;9:03;9:04;9:05;9:05;9:08;9:08;9:10;9:12;9:13;9:20
9:05;9:07;9:07;9:07;9:09;9:11;9:12;9:13;9:14;9:15;9:15;9:17;9:17;9:19;9:21;9:22;9:29
9:15;9:17;9:17;9:17;9:19;9:21;9:22;9:23;9:24;9:25;9:25;9:27;9:27;9:29;9:31;9:32;9:39
9:25;9:27;9:27;9:27;9:29;9:31;9:32;9:33;9:34;9:35;9:35;9:37;9:37;9:39;9:41;9:42;9:49
9:35;9:37;9:37;9:37;9:38;9:40;9:41;9:42;9:43;9:44;9:44;9:46;9:46;9:48;9:50;9:51;9:58
9:45;9:47;9:47;9:47;9:48;9:50;9:51;9:52;9:53;9:54;9:54;9:56;9:56;9:58;10:00;10:01;10:08
9:55;9:57;9:57;9:57;9:58;10:00;10:01;10:02;10:03;10:04;10:04;10:06;10:06;10:08;10:10;10:11;10:18
10:05;10:07;10:07;10:07;10:08;10:10;10:11;10:12;10:13;10:14;10:14;10:16;10:16;10:18;10:20;10:21;10:28
10:15;10:17;10:17;10:17;10:18;10:20;10:21;10:22;10:23;10:24;10:24;10:26;10:26;10:28;10:30;10:31;10:38
10:25;10:27;10:27;10:27;10:28;10:30;10:31;10:32;10:33;10:34;10:34;10:36;10:36;10:38;10:40;10:41;10:48
10:35;10:37;10:37;10:37;10:38;10:40;10:41;10:42;10:43;10:44;10:44;10:46;10:46;10:48;10:50;10:51;10:58
10:45;10:47;10:47;10:47;10:48;10:50;10:51;10:52;10:53;10:54;10:54;10:56;10:56;10:58;11:00;11:01;11:08
10:55;10:57;10:57;10:57;10:58;11:00;11:01;11:02;11:03;11:04;11:04;11:06;11:06;11:08;11:10;11:11;11:18
11:05;11:07;11:07;11:07;11:08;11:10;11:11;11:12;11:13;11:14;11:14;11:16;11:16;11:18;11:20;11:21;11:28
11:15;11:17;11:17;11:17;11:18;11:20;11:21;11:22;11:23;11:24;11:24;11:26;11:26;11:28;11:30;11:31;11:38
11:25;11:27;11:27;11:27;11:28;11:30;11:31;11:32;11:33;11:34;11:34;11:36;11:36;11:38;11:40;11:41;11:48
11:35;11:37;11:37;11:37;11:38;11:40;11:41;11:42;11:43;11:44;11:44;11:46;11:46;11:48;11:50;11:52;11:59
11:45;11:47;11:47;11:47;11:48;11:50;11:51;11:52;11:53;11:54;11:54;11:56;11:56;11:58;12:00;12:02;12:09
11:55;11:57;11:57;11:57;11:58;12:00;12:01;12:02;12:03;12:04;12:04;12:06;12:06;12:08;12:10;12:12;12:19
12:05;12:07;12:07;12:07;12:08;12:10;12:11;12:12;12:13;12:14;12:14;12:16;12:16;12:18;12:20;12:22;12:29
12:15;12:17;12:17;12:17;12:18;12:20;12:21;12:22;12:23;12:24;12:24;12:26;12:26;12:28;12:30;12:32;12:39
