Pierre de Coubertin;Mas de Bellevue;Comté de Nice;Corse;Jacques Prévert;Place d'Italie;Carriéra;Pierre Cardenal;Comté de Toulouse;Raimbaud d'Orange;Hauts de Massane;Gémeaux;Saint-Paul;Halles de la Paillade;Oxford;Lycée Léonard de Vinci;Hôtel du Département
15:26;15:28;15:28;15:28;15:29;15:31;15:32;15:33;15:34;15:35;15:35;15:37;15:37;15:40;15:42;15:43;15:50
15:38;15:40;15:40;15:40;15:41;15:43;15:44;15:45;15:46;15:47;15:47;15:49;15:49;15:52;15:54;15:55;16:02
15:50;15:52;15:52;15:52;15:53;15:55;15:56;15:57;15:58;15:59;15:59;16:01;16:01;16:04;16:06;16:07;16:14
16:02;16:04;16:04;16:04;16:05;16:07;16:08;16:09;16:10;16:11;16:11;16:13;16:13;16:16;16:18;16:19;16:26
16:14;16:16;16:16;16:16;16:17;16:19;16:20;16:21;16:22;16:23;16:23;16:25;16:25;16:28;16:30;16:31;16:38
16:26;16:28;16:28;16:28;16:29;16:31;16:32;16:33;16:34;16:35;16:35;16:37;16:37;16:40;16:42;16:43;16:50
16:38;16:40;16:40;16:40;16:41;16:43;16:44;16:45;16:46;16:47;16:47;16:49;16:49;16:52;16:54;16:55;17:02
16:50;16:52;16:52;16:52;16:53;16:55;16:56;16:57;16:58;16:59;16:59;17:01;17:01;17:04;17:06;17:07;17:14
17:02;17:04;17:04;17:04;17:05;17:07;17:08;17:09;17:10;17:11;17:11;17:13;17:13;17:16;17:18;17:19;17:26
17:14;17:16;17:16;17:16;17:17;17:19;17:20;17:21;17:22;17:23;17:23;17:25;17:25;17:28;17:30;17:31;17:38
17:26;17:28;17:28;17:28;17:29;17:31;17:32;17:33;17:34;17:35;17:35;17:37;17:37;17:40;17:42;17:43;17:50
17:38;17:40;17:40;17:40;17:41;17:43;17:44;17:45;17:46;17:47;17:47;17:49;17:49;17:52;17:54;17:55;18:02
17:50;17:52;17:52;17:52;17:53;17:55;17:56;17:57;17:58;17:59;17:59;18:01;18:01;18:04;18:06;18:07;18:14
18:02;18:04;18:04;18:04;18:05;18:07;18:08;18:09;18:10;18:11;18:11;18:13;18:13;18:16;18:18;18:19;18:25
18:14;18:16;18:16;18:16;18:17;18:19;18:20;18:21;18:22;18:23;18:23;18:25;18:25;18:27;18:29;18:30;18:36
18:26;18:28;18:28;18:28;18:29;18:31;18:32;18:33;18:34;18:35;18:35;18:37;18:37;18:39;18:41;18:42;18:48
18:38;18:40;18:40;18:40;18:41;18:43;18:43;18:44;18:45;18:46;18:46;18:48;18:48;18:50;18:52;18:53;18:59
18:50;18:52;18:52;18:52;18:53;18:55;18:55;18:56;18:57;18:58;18:58;19:00;19:00;19:02;19:04;19:05;19:11
19:02;19:04;19:04;19:04;19:05;19:07;19:07;19:08;19:09;19:10;19:10;19:12;19:12;19:14;19:16;19:17;19:23
19:14;19:16;19:16;19:16;19:17;19:19;19:19;19:20;19:21;19:22;19:22;19:24;19:24;19:26;19:28;19:29;19:35
19:26;19:27;19:27;19:27;19:28;19:30;19:30;19:31;19:32;19:33;19:33;19:35;19:35;19:37;19:39;19:40;19:46
19:38;19:39;19:39;19:39;19:40;19:42;19:42;19:43;19:44;19:45;19:45;19:47;19:47;19:49;19:50;19:51;19:56
19:50;19:51;19:51;19:51;19:52;19:54;19:54;19:55;19:56;19:57;19:57;19:59;19:59;20:01;20:02;20:03;20:08
20:10;20:11;20:11;20:11;20:12;20:13;20:14;20:15;20:15;20:16;20:16;20:18;20:18;20:20;20:21;20:22;20:27
20:30;20:31;20:31;20:31;20:32;20:33;20:34;20:35;20:35;20:36;20:36;20:38;20:38;20:40;20:41;20:42;20:47
