Pierre de Coubertin;Mas de Bellevue;Comté de Nice;Corse;Jacques Prévert;Place d'Italie;Carriéra;Pierre Cardenal;Comté de Toulouse;Raimbaud d'Orange;Hauts de Massane;Gémeaux;Saint-Paul;Halles de la Paillade;Oxford;Lycée Léonard de Vinci;Hôtel du Département
5:08;5:09;5:09;5:09;5:10;5:11;5:12;5:13;5:13;5:14;5:14;5:15;5:15;5:17;5:18;5:19;5:23
5:40;5:41;5:41;5:41;5:42;5:43;5:44;5:45;5:45;5:46;5:46;5:48;5:48;5:50;5:51;5:52;5:56
6:00;6:01;6:01;6:01;6:02;6:03;6:04;6:05;6:05;6:06;6:06;6:08;6:08;6:10;6:11;6:12;6:16
6:20;6:21;6:21;6:21;6:22;6:23;6:24;6:25;6:25;6:26;6:26;6:28;6:28;6:30;6:31;6:32;6:37
6:35;6:36;6:36;6:36;6:37;6:38;6:39;6:40;6:40;6:41;6:41;6:43;6:43;6:45;6:46;6:47;6:52
6:50;6:51;6:51;6:51;6:52;6:53;6:54;6:55;6:55;6:56;6:56;6:58;6:58;7:00;7:01;7:02;7:07
7:05;7:07;7:07;7:07;7:08;7:10;7:10;7:11;7:12;7:13;7:13;7:15;7:15;7:17;7:18;7:19;7:24
7:20;7:22;7:22;7:22;7:23;7:25;7:25;7:26;7:27;7:28;7:28;7:30;7:30;7:32;7:33;7:34;7:39
7:35;7:37;7:37;7:37;7:38;7:40;7:40;7:41;7:42;7:43;7:43;7:45;7:45;7:47;7:48;7:49;7:54
7:50;7:52;7:52;7:52;7:53;7:55;7:55;7:56;7:57;7:58;7:58;8:00;8:00;8:02;8:03;8:04;8:10
8:05;8:07;8:07;8:07;8:08;8:10;8:10;8:11;8:12;8:13;8:13;8:15;8:15;8:17;8:19;8:20;8:26
8:20;8:22;8:22;8:22;8:23;8:25;8:26;8:27;8:28;8:29;8:29;8:31;8:31;8:33;8:35;8:36;8:42
8:35;8:37;8:37;8:37;8:38;8:40;8:41;8:42;8:43;8:44;8:44;8:46;8:46;8:48;8:50;8:51;8:57
8:50;8:52;8:52;8:52;8:53;8:55;8:56;8:57;8:58;8:59;8:59;9:01;9:01;9:03;9:05;9:06;9:12
9:05;9:07;9:07;9:07;9:08;9:10;9:11;9:12;9:13;9:14;9:14;9:16;9:16;9:18;9:20;9:21;9:27
